"no_of_adults","no_of_children","no_of_weekend_nights","no_of_week_nights","type_of_meal_plan","required_car_parking_space","room_type_reserved","lead_time","arrival_year","arrival_month","market_segment_type","repeated_guest","no_of_previous_cancellations","no_of_special_requests","booking_status","avg_price_per_room"
2,0,1,1,"Meal Plan 2",0,"Room_Type 1",247,2018,6,"Offline",0,0,0,"Canceled",109
2,0,0,2,"Not Selected",0,"Room_Type 1",38,2018,11,"Online",0,0,1,"Canceled",88
3,0,2,6,"Meal Plan 1",0,"Room_Type 4",131,2018,7,"Online",0,0,0,"Canceled",137.19
1,0,0,2,"Meal Plan 1",1,"Room_Type 1",1,2018,8,"Corporate",0,0,1,"Not_Canceled",67
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",6,2018,2,"Offline",0,0,0,"Not_Canceled",66
2,0,1,3,"Not Selected",0,"Room_Type 1",221,2018,9,"Online",0,0,1,"Canceled",109.65
2,0,0,3,"Not Selected",0,"Room_Type 1",8,2018,8,"Online",0,0,1,"Not_Canceled",124.67
2,0,0,2,"Not Selected",0,"Room_Type 1",72,2018,9,"Corporate",0,0,1,"Canceled",100
2,0,2,0,"Meal Plan 2",0,"Room_Type 1",386,2018,10,"Offline",0,0,1,"Canceled",115
3,0,1,4,"Meal Plan 1",0,"Room_Type 4",159,2018,10,"Online",0,0,1,"Canceled",123.3
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",55,2018,10,"Online",0,0,1,"Not_Canceled",82.47
2,0,2,2,"Meal Plan 1",0,"Room_Type 2",243,2018,10,"Online",0,0,3,"Not_Canceled",81.76
2,0,1,2,"Meal Plan 1",1,"Room_Type 4",90,2018,4,"Online",0,0,1,"Not_Canceled",114.3
2,0,2,0,"Meal Plan 2",0,"Room_Type 1",275,2018,4,"Offline",0,0,0,"Canceled",110
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",18,2018,9,"Online",0,0,1,"Not_Canceled",130.13
2,0,2,1,"Meal Plan 1",0,"Room_Type 1",139,2018,8,"Online",0,0,1,"Not_Canceled",123.3
2,2,2,1,"Meal Plan 1",1,"Room_Type 6",229,2018,8,"Online",0,0,2,"Canceled",177.3
2,0,0,1,"Meal Plan 1",0,"Room_Type 4",65,2018,4,"Online",0,0,0,"Not_Canceled",118.8
2,0,0,2,"Meal Plan 1",1,"Room_Type 4",7,2017,10,"Online",0,0,1,"Not_Canceled",145
2,0,2,3,"Meal Plan 1",0,"Room_Type 1",70,2018,4,"Online",0,0,2,"Not_Canceled",61.56
2,0,1,1,"Meal Plan 1",0,"Room_Type 1",275,2018,6,"Offline",0,0,0,"Canceled",62.8
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",257,2017,7,"Offline",0,0,0,"Canceled",101.5
2,0,0,4,"Meal Plan 1",0,"Room_Type 1",247,2018,10,"Online",0,0,1,"Canceled",90.95
2,0,1,2,"Meal Plan 1",0,"Room_Type 2",200,2018,10,"Online",0,0,3,"Not_Canceled",82.92
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",46,2018,11,"Offline",0,0,0,"Not_Canceled",67.5
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",31,2018,5,"Online",0,0,1,"Not_Canceled",108.9
2,0,1,2,"Meal Plan 1",0,"Room_Type 4",38,2018,9,"Online",0,0,0,"Canceled",156.6
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",37,2018,10,"Offline",0,0,0,"Not_Canceled",105
2,0,1,1,"Meal Plan 1",0,"Room_Type 1",38,2018,2,"Online",0,0,1,"Not_Canceled",73.2
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",1,2017,9,"Online",0,0,0,"Not_Canceled",180
1,0,0,4,"Meal Plan 1",0,"Room_Type 1",13,2018,4,"Aviation",0,0,0,"Not_Canceled",95
1,0,2,3,"Meal Plan 1",0,"Room_Type 1",192,2017,9,"Offline",0,0,0,"Not_Canceled",86
2,0,1,1,"Meal Plan 1",0,"Room_Type 1",123,2018,11,"Online",0,0,3,"Not_Canceled",90
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",86,2018,4,"Offline",0,0,1,"Not_Canceled",80.75
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",37,2018,10,"Offline",0,0,0,"Not_Canceled",105
2,0,1,3,"Meal Plan 1",0,"Room_Type 4",81,2018,4,"Online",0,0,1,"Not_Canceled",103.7
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",181,2018,10,"Offline",0,0,0,"Canceled",120
2,0,2,1,"Meal Plan 2",0,"Room_Type 1",124,2017,8,"Offline",0,0,0,"Canceled",94.5
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",179,2018,9,"Online",0,0,0,"Canceled",113.4
2,0,1,3,"Meal Plan 1",0,"Room_Type 1",0,2017,9,"Online",0,0,1,"Not_Canceled",145
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",298,2018,5,"Offline",0,0,0,"Not_Canceled",93
1,0,0,3,"Meal Plan 1",0,"Room_Type 1",4,2018,9,"Online",0,0,1,"Not_Canceled",149
3,0,2,3,"Meal Plan 1",0,"Room_Type 4",90,2018,12,"Online",0,0,1,"Not_Canceled",119
3,0,1,4,"Meal Plan 1",0,"Room_Type 4",64,2018,3,"Online",0,0,1,"Not_Canceled",115.77
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",96,2018,4,"Online",0,0,0,"Not_Canceled",88.83
3,0,2,6,"Meal Plan 1",0,"Room_Type 4",186,2018,8,"Online",0,0,2,"Canceled",130.05
2,0,2,4,"Meal Plan 2",0,"Room_Type 4",164,2018,9,"Offline",0,0,3,"Not_Canceled",116.45
3,0,0,1,"Meal Plan 1",0,"Room_Type 4",54,2018,9,"Online",0,0,2,"Not_Canceled",142.2
2,0,2,4,"Meal Plan 1",0,"Room_Type 4",7,2018,12,"Online",0,0,1,"Not_Canceled",118.2
2,0,2,0,"Not Selected",0,"Room_Type 1",14,2018,4,"Online",0,0,1,"Canceled",89
2,0,2,3,"Not Selected",0,"Room_Type 1",103,2018,7,"Online",0,0,1,"Not_Canceled",94.5
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",40,2017,12,"Offline",0,0,1,"Not_Canceled",118
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",2,2018,2,"Online",0,0,0,"Not_Canceled",74.8
2,0,1,3,"Not Selected",0,"Room_Type 1",3,2017,8,"Online",0,0,1,"Not_Canceled",81
2,0,0,2,"Meal Plan 1",0,"Room_Type 4",29,2018,10,"Online",0,0,3,"Not_Canceled",166.25
2,0,1,1,"Meal Plan 2",0,"Room_Type 1",247,2018,6,"Offline",0,0,1,"Canceled",115
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",17,2017,10,"Online",0,0,1,"Not_Canceled",89.71
3,0,1,0,"Meal Plan 1",0,"Room_Type 4",45,2018,10,"Online",0,0,1,"Not_Canceled",158.4
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",256,2018,6,"Offline",0,0,1,"Canceled",115
2,0,1,2,"Not Selected",0,"Room_Type 1",111,2018,11,"Online",0,0,2,"Canceled",79.2
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",245,2018,6,"Offline",0,0,0,"Canceled",75
2,0,0,1,"Not Selected",0,"Room_Type 1",45,2018,3,"Online",0,0,0,"Canceled",67.5
2,0,1,3,"Meal Plan 1",0,"Room_Type 1",70,2018,4,"Online",0,0,2,"Not_Canceled",90.95
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",63,2018,1,"Offline",0,0,0,"Not_Canceled",71
2,0,1,2,"Not Selected",0,"Room_Type 2",112,2018,3,"Online",0,0,0,"Not_Canceled",58.9
1,0,0,2,"Meal Plan 1",0,"Room_Type 4",16,2018,3,"Corporate",0,0,0,"Not_Canceled",76
2,0,0,3,"Meal Plan 2",0,"Room_Type 1",34,2017,9,"Offline",0,0,0,"Canceled",224.67
3,0,2,0,"Meal Plan 1",0,"Room_Type 4",13,2018,7,"Online",0,0,1,"Not_Canceled",187
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",273,2018,5,"Offline",0,0,0,"Canceled",95
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",104,2017,12,"Offline",0,0,0,"Not_Canceled",75
1,0,2,2,"Meal Plan 1",0,"Room_Type 1",5,2018,11,"Online",0,0,0,"Canceled",151.94
2,0,0,3,"Not Selected",0,"Room_Type 1",66,2018,3,"Online",0,0,0,"Canceled",73.5
2,0,1,3,"Meal Plan 1",0,"Room_Type 4",61,2017,10,"Online",0,0,2,"Not_Canceled",78.54
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",30,2018,6,"Offline",0,0,0,"Not_Canceled",140
2,0,1,0,"Meal Plan 1",0,"Room_Type 1",258,2018,10,"Offline",0,0,0,"Canceled",110
2,0,0,4,"Meal Plan 1",0,"Room_Type 1",96,2018,12,"Online",0,0,1,"Not_Canceled",88.4
2,0,0,1,"Meal Plan 1",0,"Room_Type 6",31,2018,10,"Online",0,0,0,"Canceled",168.63
2,1,1,3,"Meal Plan 1",0,"Room_Type 1",50,2018,3,"Online",0,0,0,"Canceled",101.15
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",32,2017,11,"Offline",0,0,1,"Not_Canceled",73
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",102,2017,10,"Offline",0,0,0,"Canceled",101.5
2,0,0,2,"Meal Plan 1",0,"Room_Type 4",37,2018,3,"Online",0,0,0,"Not_Canceled",135.45
2,0,0,4,"Meal Plan 1",0,"Room_Type 5",112,2018,8,"Offline",0,0,0,"Canceled",116.28
2,0,1,3,"Meal Plan 1",0,"Room_Type 1",322,2018,5,"Offline",0,0,0,"Canceled",80
2,0,1,1,"Not Selected",0,"Room_Type 1",39,2018,2,"Online",0,0,0,"Canceled",67.5
2,0,2,3,"Meal Plan 1",0,"Room_Type 1",290,2018,10,"Online",0,0,0,"Canceled",90.95
1,0,0,3,"Meal Plan 1",0,"Room_Type 4",28,2018,6,"Online",0,0,1,"Not_Canceled",108.42
1,0,2,3,"Meal Plan 1",0,"Room_Type 1",269,2018,12,"Offline",0,0,0,"Not_Canceled",70
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",99,2017,10,"Offline",0,0,0,"Canceled",65
2,0,0,3,"Meal Plan 1",0,"Room_Type 4",130,2018,9,"Online",0,0,2,"Canceled",139.5
2,0,0,1,"Meal Plan 2",0,"Room_Type 1",170,2017,9,"Offline",0,0,2,"Not_Canceled",96.9
2,0,0,4,"Meal Plan 1",0,"Room_Type 4",109,2018,8,"Online",0,0,0,"Canceled",133.2
2,0,1,5,"Meal Plan 1",0,"Room_Type 1",135,2018,8,"Online",0,0,0,"Not_Canceled",72.42
2,0,1,1,"Meal Plan 1",0,"Room_Type 4",44,2018,6,"Offline",0,0,0,"Not_Canceled",96.3
1,0,2,1,"Meal Plan 1",0,"Room_Type 1",4,2018,10,"Online",0,0,0,"Not_Canceled",147.33
1,0,0,3,"Not Selected",0,"Room_Type 1",16,2018,12,"Online",0,0,1,"Not_Canceled",120
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,10,"Corporate",1,0,0,"Not_Canceled",95
1,0,0,3,"Meal Plan 1",0,"Room_Type 1",15,2018,10,"Online",0,0,2,"Not_Canceled",150
3,0,1,3,"Meal Plan 1",0,"Room_Type 4",134,2018,7,"Online",0,0,0,"Canceled",134.3
2,2,2,9,"Meal Plan 1",0,"Room_Type 2",252,2018,12,"Online",0,0,2,"Canceled",148.58
1,0,1,1,"Meal Plan 1",0,"Room_Type 1",118,2018,6,"Offline",0,0,0,"Not_Canceled",110
2,0,1,0,"Not Selected",0,"Room_Type 1",96,2018,5,"Online",0,0,0,"Not_Canceled",116.1
1,0,0,3,"Meal Plan 1",0,"Room_Type 1",166,2018,11,"Offline",0,0,0,"Canceled",110
2,0,2,3,"Not Selected",0,"Room_Type 1",71,2018,4,"Online",0,0,0,"Canceled",84.15
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",39,2017,8,"Offline",0,0,0,"Not_Canceled",101.5
2,0,1,4,"Meal Plan 1",0,"Room_Type 1",148,2017,12,"Offline",0,0,0,"Not_Canceled",67
3,0,1,1,"Meal Plan 1",0,"Room_Type 1",32,2018,7,"Offline",0,0,1,"Not_Canceled",150
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",44,2018,9,"Online",0,0,1,"Not_Canceled",98.1
1,0,0,1,"Not Selected",0,"Room_Type 1",0,2018,3,"Online",0,0,0,"Not_Canceled",89
2,0,1,0,"Not Selected",0,"Room_Type 1",0,2018,3,"Online",0,0,0,"Not_Canceled",89
2,0,0,4,"Meal Plan 1",0,"Room_Type 1",259,2018,12,"Online",0,0,1,"Not_Canceled",73.95
3,0,2,2,"Meal Plan 1",0,"Room_Type 4",66,2018,8,"Online",0,0,0,"Canceled",168.3
2,2,0,4,"Meal Plan 1",0,"Room_Type 6",3,2018,11,"Online",0,0,1,"Not_Canceled",246.25
2,0,0,2,"Not Selected",0,"Room_Type 1",68,2018,3,"Online",0,0,1,"Not_Canceled",67.5
2,0,2,0,"Meal Plan 1",1,"Room_Type 1",4,2018,2,"Online",0,0,1,"Not_Canceled",102
2,0,2,1,"Meal Plan 2",0,"Room_Type 1",131,2017,8,"Offline",0,0,0,"Canceled",94.5
2,0,0,1,"Not Selected",0,"Room_Type 1",64,2018,4,"Online",0,0,1,"Not_Canceled",94.5
2,0,0,2,"Not Selected",0,"Room_Type 1",0,2018,4,"Online",0,0,0,"Not_Canceled",75.42
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",346,2018,9,"Offline",0,0,1,"Canceled",115
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",304,2018,11,"Offline",0,0,0,"Canceled",89
2,0,2,5,"Meal Plan 1",0,"Room_Type 1",35,2018,3,"Online",0,0,0,"Canceled",81.9
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",110,2018,7,"Online",0,0,1,"Not_Canceled",114.3
1,0,0,3,"Meal Plan 1",0,"Room_Type 1",71,2018,6,"Offline",0,0,0,"Not_Canceled",120
2,0,2,1,"Meal Plan 1",0,"Room_Type 1",145,2017,7,"Online",0,0,2,"Canceled",76.5
3,0,1,1,"Meal Plan 1",0,"Room_Type 4",36,2018,3,"Online",0,0,1,"Canceled",114.3
2,0,2,1,"Meal Plan 1",0,"Room_Type 1",109,2018,6,"Offline",0,0,0,"Not_Canceled",89.75
2,0,1,0,"Not Selected",0,"Room_Type 1",0,2018,3,"Online",0,0,0,"Not_Canceled",89
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,5,"Online",0,0,1,"Not_Canceled",161
1,0,0,0,"Meal Plan 1",0,"Room_Type 1",0,2017,11,"Complementary",1,1,0,"Not_Canceled",0
2,0,2,0,"Meal Plan 1",0,"Room_Type 1",27,2018,9,"Online",0,0,2,"Not_Canceled",110
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",4,2018,5,"Offline",0,0,0,"Not_Canceled",95
1,0,2,2,"Meal Plan 1",0,"Room_Type 1",116,2018,2,"Offline",0,0,0,"Canceled",60
2,0,0,3,"Meal Plan 1",1,"Room_Type 1",157,2018,7,"Online",0,0,1,"Canceled",123.3
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",18,2018,4,"Online",0,0,1,"Not_Canceled",127
2,0,1,3,"Meal Plan 1",0,"Room_Type 1",42,2018,1,"Offline",0,0,0,"Not_Canceled",60
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",192,2018,6,"Offline",0,0,0,"Not_Canceled",95
2,0,2,3,"Meal Plan 1",1,"Room_Type 1",77,2018,4,"Online",0,0,1,"Not_Canceled",123.45
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",256,2018,6,"Offline",0,0,1,"Canceled",115
2,1,0,3,"Meal Plan 1",0,"Room_Type 1",1,2018,2,"Online",0,0,3,"Not_Canceled",109
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",182,2018,8,"Online",0,0,0,"Canceled",99.3
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",59,2018,12,"Online",0,0,2,"Not_Canceled",93.6
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",53,2018,5,"Online",0,0,1,"Not_Canceled",126.9
3,0,0,3,"Meal Plan 1",0,"Room_Type 4",165,2018,8,"Online",0,0,0,"Canceled",138.9
2,2,0,1,"Meal Plan 1",0,"Room_Type 6",0,2018,5,"Online",0,0,1,"Canceled",221
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",256,2018,6,"Offline",0,0,1,"Canceled",115
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",164,2017,10,"Offline",0,0,0,"Not_Canceled",100
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",38,2018,11,"Online",0,0,2,"Not_Canceled",88.4
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",64,2018,9,"Offline",0,0,0,"Not_Canceled",101.52
2,0,1,5,"Meal Plan 1",0,"Room_Type 1",32,2017,9,"Offline",0,0,0,"Not_Canceled",60.83
2,0,0,2,"Meal Plan 1",0,"Room_Type 4",58,2018,9,"Online",0,0,1,"Not_Canceled",149.4
2,0,1,3,"Meal Plan 2",0,"Room_Type 4",9,2018,5,"Online",0,0,1,"Not_Canceled",179
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",80,2018,8,"Online",0,0,1,"Not_Canceled",117.9
2,0,0,4,"Meal Plan 1",0,"Room_Type 1",62,2018,4,"Online",0,0,1,"Not_Canceled",99.45
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",3,2018,5,"Online",0,0,1,"Not_Canceled",161
1,0,2,0,"Meal Plan 1",0,"Room_Type 1",24,2018,5,"Online",0,0,0,"Canceled",135
1,0,2,1,"Meal Plan 1",0,"Room_Type 1",93,2018,10,"Offline",0,0,0,"Canceled",115
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",5,2018,3,"Online",0,0,0,"Not_Canceled",92
2,1,2,6,"Meal Plan 1",0,"Room_Type 1",2,2017,9,"Online",0,0,2,"Not_Canceled",163.63
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2017,10,"Online",0,0,1,"Not_Canceled",164
2,0,0,1,"Not Selected",0,"Room_Type 1",5,2018,9,"Online",0,0,1,"Canceled",159
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",1,2018,11,"Offline",0,0,0,"Not_Canceled",75
2,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,10,"Online",0,0,1,"Not_Canceled",117.05
2,1,1,3,"Meal Plan 1",0,"Room_Type 1",48,2018,8,"Offline",0,0,0,"Not_Canceled",122.22
2,0,1,4,"Meal Plan 1",0,"Room_Type 1",4,2018,10,"Online",0,0,1,"Not_Canceled",160
1,0,0,3,"Meal Plan 1",0,"Room_Type 1",166,2018,11,"Offline",0,0,0,"Canceled",110
2,0,1,3,"Meal Plan 1",0,"Room_Type 4",38,2018,4,"Online",0,0,1,"Not_Canceled",118.8
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",28,2018,10,"Online",0,0,2,"Not_Canceled",147.67
2,0,0,2,"Meal Plan 1",0,"Room_Type 2",188,2018,7,"Online",0,0,1,"Canceled",86.75
2,0,1,2,"Not Selected",0,"Room_Type 1",42,2018,3,"Offline",0,0,0,"Not_Canceled",62.8
3,0,2,1,"Meal Plan 2",0,"Room_Type 1",220,2018,9,"Offline",0,0,1,"Canceled",213
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",91,2018,10,"Online",0,0,1,"Canceled",118.8
2,0,2,6,"Meal Plan 2",0,"Room_Type 1",34,2018,12,"Online",0,0,2,"Not_Canceled",120.7
1,0,0,4,"Meal Plan 2",0,"Room_Type 1",43,2018,11,"Online",0,0,3,"Not_Canceled",124.1
2,1,1,1,"Meal Plan 1",0,"Room_Type 1",101,2018,8,"Online",0,0,1,"Not_Canceled",134.1
2,0,1,2,"Meal Plan 1",0,"Room_Type 4",133,2018,8,"Offline",0,0,0,"Canceled",82.45
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",150,2018,6,"Offline",0,0,0,"Canceled",96
2,0,2,6,"Meal Plan 1",0,"Room_Type 1",195,2018,7,"Online",0,0,1,"Not_Canceled",66.53
1,0,0,2,"Meal Plan 2",0,"Room_Type 1",377,2018,10,"Offline",0,0,0,"Not_Canceled",90
2,0,2,5,"Meal Plan 1",0,"Room_Type 1",107,2018,7,"Online",0,0,1,"Not_Canceled",109.16
1,0,1,1,"Not Selected",0,"Room_Type 1",17,2018,3,"Online",0,0,0,"Canceled",97
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",28,2018,10,"Online",0,0,0,"Not_Canceled",129
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",5,2017,8,"Complementary",0,0,0,"Not_Canceled",0
2,0,1,0,"Not Selected",0,"Room_Type 1",57,2018,8,"Online",0,0,1,"Not_Canceled",99
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",12,2018,2,"Online",0,0,1,"Not_Canceled",72.07
2,0,0,1,"Not Selected",0,"Room_Type 1",1,2018,10,"Online",0,0,2,"Not_Canceled",120
2,0,0,3,"Not Selected",0,"Room_Type 1",3,2017,10,"Online",0,0,1,"Not_Canceled",114
1,0,2,3,"Meal Plan 1",0,"Room_Type 1",15,2018,11,"Corporate",0,0,0,"Not_Canceled",79.75
2,0,1,1,"Meal Plan 1",0,"Room_Type 1",35,2017,9,"Online",0,0,1,"Not_Canceled",200
2,0,1,4,"Meal Plan 1",0,"Room_Type 1",34,2018,2,"Offline",0,0,1,"Not_Canceled",66
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",68,2017,9,"Offline",0,0,0,"Not_Canceled",65
2,0,1,0,"Meal Plan 1",0,"Room_Type 1",82,2018,6,"Online",0,0,1,"Not_Canceled",96.3
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",36,2018,4,"Online",0,0,0,"Canceled",113.1
2,0,2,2,"Meal Plan 2",0,"Room_Type 4",48,2018,10,"Online",0,0,2,"Not_Canceled",173.7
2,0,2,0,"Meal Plan 2",0,"Room_Type 4",25,2018,12,"Online",0,0,0,"Canceled",152
2,0,2,2,"Not Selected",0,"Room_Type 1",37,2018,12,"Online",0,0,1,"Not_Canceled",74.8
2,0,0,1,"Meal Plan 1",0,"Room_Type 4",0,2017,10,"Online",0,0,1,"Not_Canceled",136
2,1,0,1,"Meal Plan 1",0,"Room_Type 1",13,2018,4,"Online",0,0,2,"Not_Canceled",119
2,0,1,2,"Meal Plan 1",0,"Room_Type 1",0,2018,7,"Online",0,0,0,"Not_Canceled",161
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",24,2018,2,"Online",0,0,2,"Not_Canceled",85
2,1,0,1,"Meal Plan 1",0,"Room_Type 1",162,2018,7,"Online",0,0,2,"Canceled",121.5
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",7,2018,9,"Online",0,0,3,"Not_Canceled",143
3,0,1,4,"Meal Plan 1",0,"Room_Type 4",122,2018,6,"Online",0,0,2,"Not_Canceled",150.45
2,0,1,1,"Not Selected",0,"Room_Type 1",128,2018,11,"Online",0,0,0,"Canceled",79.2
2,0,1,2,"Not Selected",0,"Room_Type 1",115,2018,9,"Online",0,0,1,"Not_Canceled",96.33
2,0,1,5,"Meal Plan 2",0,"Room_Type 1",94,2018,3,"Offline",0,0,1,"Not_Canceled",110.75
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",276,2018,9,"Offline",0,0,0,"Canceled",116.33
3,0,0,4,"Meal Plan 1",0,"Room_Type 4",22,2018,11,"Online",0,0,3,"Not_Canceled",130.9
1,0,1,2,"Meal Plan 1",0,"Room_Type 1",3,2018,2,"Corporate",1,0,0,"Not_Canceled",67
2,0,0,2,"Meal Plan 1",1,"Room_Type 1",25,2018,8,"Online",0,0,1,"Not_Canceled",160
1,0,0,5,"Not Selected",0,"Room_Type 1",22,2018,11,"Online",0,0,1,"Not_Canceled",48.5
2,0,1,3,"Meal Plan 1",0,"Room_Type 1",24,2018,2,"Offline",0,0,0,"Not_Canceled",59.5
2,0,1,4,"Meal Plan 2",0,"Room_Type 1",187,2018,9,"Online",0,0,2,"Canceled",152.15
2,2,1,1,"Meal Plan 1",0,"Room_Type 6",19,2018,12,"Online",0,0,1,"Not_Canceled",174
2,0,2,1,"Meal Plan 1",0,"Room_Type 1",148,2018,5,"Online",0,0,0,"Canceled",114.3
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",26,2018,8,"Online",0,0,2,"Not_Canceled",122
2,0,0,3,"Meal Plan 2",0,"Room_Type 1",226,2018,10,"Offline",0,0,0,"Canceled",102.76
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",186,2018,7,"Online",0,0,1,"Canceled",96.3
2,0,2,1,"Not Selected",0,"Room_Type 1",73,2018,4,"Online",0,0,1,"Not_Canceled",76.5
2,0,1,3,"Meal Plan 1",0,"Room_Type 1",139,2018,11,"Online",0,0,1,"Not_Canceled",171.9
3,0,2,5,"Meal Plan 1",0,"Room_Type 1",165,2018,8,"Online",0,0,0,"Canceled",137.34
1,0,0,1,"Meal Plan 1",0,"Room_Type 1",21,2018,5,"Online",0,0,1,"Not_Canceled",94.5
2,1,2,4,"Meal Plan 1",0,"Room_Type 4",115,2018,8,"Online",0,0,1,"Not_Canceled",165.3
3,0,1,1,"Meal Plan 2",0,"Room_Type 4",193,2018,8,"Online",0,0,1,"Canceled",189
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",320,2018,8,"Offline",0,0,1,"Canceled",115
1,0,0,2,"Meal Plan 1",0,"Room_Type 1",164,2017,10,"Offline",0,0,0,"Canceled",100
1,0,0,3,"Meal Plan 1",0,"Room_Type 1",37,2018,10,"Offline",0,0,0,"Not_Canceled",95
2,0,2,3,"Meal Plan 1",0,"Room_Type 1",50,2018,1,"Online",0,0,1,"Not_Canceled",58.94
2,0,2,1,"Meal Plan 1",0,"Room_Type 1",41,2018,3,"Corporate",0,0,0,"Not_Canceled",85.67
1,0,1,2,"Meal Plan 1",0,"Room_Type 1",114,2018,7,"Offline",0,0,0,"Canceled",75
2,0,0,2,"Meal Plan 1",0,"Room_Type 1",17,2017,10,"Offline",0,0,0,"Not_Canceled",48
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",39,2017,8,"Offline",0,0,0,"Not_Canceled",109
2,0,1,3,"Meal Plan 1",0,"Room_Type 1",210,2017,10,"Offline",0,0,0,"Not_Canceled",72.75
1,0,1,5,"Meal Plan 1",0,"Room_Type 1",349,2018,10,"Offline",0,0,0,"Canceled",80
2,0,2,4,"Meal Plan 1",0,"Room_Type 1",21,2018,11,"Online",0,0,1,"Not_Canceled",88.4
2,0,2,2,"Meal Plan 1",0,"Room_Type 1",6,2018,11,"Online",0,0,3,"Not_Canceled",91
2,0,1,4,"Meal Plan 1",0,"Room_Type 4",41,2018,8,"Online",0,0,2,"Not_Canceled",123.3
2,0,2,1,"Meal Plan 1",0,"Room_Type 4",2,2018,9,"Online",0,0,1,"Not_Canceled",194
2,0,0,1,"Meal Plan 2",0,"Room_Type 2",110,2017,7,"Offline",0,0,1,"Not_Canceled",98.2
2,0,0,2,"Meal Plan 1",0,"Room_Type 4",67,2018,4,"Offline",0,0,1,"Not_Canceled",90.95
2,0,0,2,"Meal Plan 2",0,"Room_Type 1",256,2018,6,"Offline",0,0,1,"Canceled",115
2,0,0,3,"Meal Plan 1",0,"Room_Type 1",137,2018,5,"Online",0,0,0,"Canceled",105.3
2,0,1,3,"Meal Plan 1",0,"Room_Type 1",12,2018,8,"Online",0,0,2,"Not_Canceled",141
3,0,1,2,"Meal Plan 1",0,"Room_Type 7",36,2018,4,"Online",0,0,2,"Not_Canceled",203.02
